date,narration,credit_amount,debit_amount,balance,transaction_id,mode,counterparty,company_name,company_gstin,actual_bank_credits_cr,gstr1_reported_sales,gstr3b_taxable_sales
2023-04-11,Vendor payment Nova Tech Supplies,0,83.56,61772.9,TXN100636,NEFT,Nova Tech Supplies,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-11,Vendor payment Cummins India,0,62.19,61436.16,TXN100641,IMPS,Cummins India,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-11,Vendor payment UltraTech Cement,0,89.24,61346.92,TXN100642,CHEQUE,UltraTech Cement,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-13,NEFT from Maruti Suzuki,68.76,0,55764.72,TXN100306,RTGS,Maruti Suzuki,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-13,NEFT from Mastek Ltd,56.92,0,56220.21,TXN100313,UPI,Mastek Ltd,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-13,Vendor payment Cummins India,0,40.71,56108.95,TXN100316,IMPS,Cummins India,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-13,NEFT from Power Grid Corp,89.04,0,61323.28,TXN100627,UPI,Power Grid Corp,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-14,NEFT from ONGC Ltd,103.65,0,61178.35,TXN100625,RTGS,ONGC Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-15,NEFT from Titan Company,70.43,0,50380.18,TXN100005,IMPS,Titan Company,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-15,NEFT from Mahindra Group,98.43,0,55501.85,TXN100303,NEFT,Mahindra Group,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-16,NEFT from Pinnacle Trade Links Pvt Ltd,21.87,0,55264.31,TXN100289,NEFT,Pinnacle Trade Links Pvt Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-16,NEFT from Larsen Toubro,92.46,0,55594.31,TXN100304,NEFT,Larsen Toubro,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-16,NEFT from Nestle India,90.02,0,56119.07,TXN100311,UPI,Nestle India,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-16,Vendor payment Tata Power,0,33.95,56186.27,TXN100314,UPI,Tata Power,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-16,NEFT from Pinnacle Trade Links Pvt Ltd,24.81,0,60996.92,TXN100612,NEFT,Pinnacle Trade Links Pvt Ltd,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-16,NEFT from Pinnacle Trade Links Pvt Ltd,30.59,0,65321.01,TXN100921,NEFT,Pinnacle Trade Links Pvt Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-17,Vendor payment Bharat Components,0,36.6,56149.66,TXN100315,CHEQUE,Bharat Components,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-17,NEFT from Asian Paints,98.03,0,61856.45,TXN100635,IMPS,Asian Paints,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-18,NEFT from NTPC Ltd,80.93,0,55845.66,TXN100307,RTGS,NTPC Ltd,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-18,Vendor payment Siemens India,0,82.25,61264.67,TXN100643,RTGS,Siemens India,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-18,Vendor payment UltraTech Cement,0,39.1,61225.57,TXN100644,NEFT,UltraTech Cement,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-19,NEFT from Wipro Ltd,85.57,0,55283.65,TXN100301,RTGS,Wipro Ltd,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-19,NEFT from Nestle India,42.35,0,61470.15,TXN100629,CHEQUE,Nestle India,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-20,Vendor payment Coal India Ltd,0,69.32,50436.67,TXN100013,NEFT,Coal India Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-21,Vendor payment Steel Authority India,0,57.39,50158.04,TXN100018,RTGS,Steel Authority India,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-21,GST payment GSTR-3B,0,10.66,50104.12,TXN100020,NEFT,GST Portal,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-21,NEFT from Titan Company,74.79,0,55957.55,TXN100309,CHEQUE,Titan Company,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-21,GST payment GSTR-3B,0,8.63,55691.19,TXN100324,NEFT,GST Portal,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-21,GST payment GSTR-3B,0,13.12,61165.84,TXN100646,NEFT,GST Portal,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-22,Vendor payment Thermax Ltd,0,81.98,50505.99,TXN100012,IMPS,Thermax Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-22,Vendor payment JSW Steel,0,31.39,50284.56,TXN100016,IMPS,JSW Steel,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-22,NEFT from Hindustan Unilever,119.77,0,55403.41,TXN100302,NEFT,Hindustan Unilever,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-22,Vendor payment Bharat Components,0,83.24,55776.8,TXN100321,NEFT,Bharat Components,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-22,Vendor payment Cummins India,0,36.26,61736.64,TXN100637,NEFT,Cummins India,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-23,Vendor payment GAIL India,0,74.11,50362.55,TXN100014,NEFT,GAIL India,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-23,Vendor payment Nova Tech Supplies,0,83.74,55986.0,TXN100318,UPI,Nova Tech Supplies,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-23,NEFT from Mphasis Ltd,50.31,0,61571.99,TXN100631,RTGS,Mphasis Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-24,NEFT from NTPC Ltd,60.62,0,50539.1,TXN100007,RTGS,NTPC Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-25,NEFT from Mahindra Group,90.9,0,50142.94,TXN100001,CHEQUE,Mahindra Group,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-25,NEFT from Mastek Ltd,51.54,0,61521.68,TXN100630,NEFT,Mastek Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-25,Vendor payment Tata Power,0,81.37,61498.35,TXN100640,NEFT,Tata Power,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-04-27,NEFT from Reliance Industries,98.29,0,50478.47,TXN100006,RTGS,Reliance Industries,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-27,Vendor payment Nova Tech Supplies,0,71.08,50613.49,TXN100010,CHEQUE,Nova Tech Supplies,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-29,Salary disbursement,0,43.27,50114.77,TXN100019,NEFT,Employees,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-04-29,Salary disbursement,0,54.65,55699.82,TXN100323,NEFT,Employees,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-04-29,Salary disbursement,0,46.61,61178.96,TXN100645,NEFT,Employees,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-02,NEFT from Mahindra Group,91.35,0,50947.47,TXN100033,CHEQUE,Mahindra Group,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-02,Vendor payment Thermax Ltd,0,42.69,50783.73,TXN100040,NEFT,Thermax Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-02,NEFT from Nestle India,78.29,0,56325.52,TXN100333,UPI,Nestle India,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-02,NEFT from ITC Ltd,101.17,0,61250.53,TXN100648,CHEQUE,ITC Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-02,NEFT from Nestle India,88.83,0,61739.14,TXN100655,RTGS,Nestle India,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-03,Vendor payment Nova Tech Supplies,0,41.31,56727.25,TXN100339,UPI,Nova Tech Supplies,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-03,NEFT from Mahindra Group,71.89,0,61811.03,TXN100656,RTGS,Mahindra Group,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-05,NEFT from Bajaj Auto,86.47,0,50738.86,TXN100030,UPI,Bajaj Auto,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-05,NEFT from Hindustan Unilever,69.13,0,51115.77,TXN100035,UPI,Hindustan Unilever,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-05,Vendor payment JSW Steel,0,81.51,50702.22,TXN100041,IMPS,JSW Steel,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-05,NEFT from Titan Company,72.43,0,56480.56,TXN100335,CHEQUE,Titan Company,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-05,Vendor payment Bharat Components,0,36.44,56690.81,TXN100340,CHEQUE,Bharat Components,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-05,Vendor payment Nova Tech Supplies,0,78.01,61551.24,TXN100666,CHEQUE,Nova Tech Supplies,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-06,NEFT from Mphasis Ltd,74.42,0,50652.39,TXN100029,NEFT,Mphasis Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-06,Loan repayment HDFC Bank,0,14.86,50582.96,TXN100045,RTGS,HDFC Bank,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-06,NEFT from Titan Company,107.41,0,56184.31,TXN100331,UPI,Titan Company,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-06,Vendor payment Hindalco Industries,0,51.76,56639.06,TXN100341,CHEQUE,Hindalco Industries,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-06,Loan repayment HDFC Bank,0,13.59,56247.34,TXN100349,RTGS,HDFC Bank,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-06,Loan repayment HDFC Bank,0,11.16,61424.3,TXN100670,RTGS,HDFC Bank,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-07,NEFT from Asian Paints,41.89,0,55720.13,TXN100326,CHEQUE,Asian Paints,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-07,NEFT from Nestle India,112.26,0,55907.56,TXN100328,UPI,Nestle India,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-08,Vendor payment UltraTech Cement,0,51.13,56415.32,TXN100345,RTGS,UltraTech Cement,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-08,Vendor payment Cummins India,0,57.57,61493.67,TXN100667,RTGS,Cummins India,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-09,NEFT from ITC Ltd,105.86,0,50190.08,TXN100022,NEFT,ITC Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-09,NEFT from Wipro Ltd,102.45,0,50292.53,TXN100023,UPI,Wipro Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-09,NEFT from Hexaware Technologies,78.51,0,50512.03,TXN100027,CHEQUE,Hexaware Technologies,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-09,Vendor payment Nova Tech Supplies,0,36.86,50665.36,TXN100042,CHEQUE,Nova Tech Supplies,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-10,NEFT from HCL Technologies,48.99,0,50341.52,TXN100024,CHEQUE,HCL Technologies,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-10,NEFT from ONGC Ltd,51.2,0,61567.89,TXN100653,IMPS,ONGC Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-11,RTGS to Alpha Trading Co advance payment,0,114.67,54412.5,TXN100278,RTGS,Alpha Trading Co,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-11,RTGS to Alpha Trading Co advance payment,0,116.78,60201.86,TXN100601,RTGS,Alpha Trading Co,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-11,RTGS to Alpha Trading Co advance payment,0,146.81,64514.03,TXN100910,RTGS,Alpha Trading Co,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-12,NEFT from Hindustan Unilever,82.42,0,61650.31,TXN100654,CHEQUE,Hindustan Unilever,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-13,Vendor payment Steel Authority India,0,57.76,50826.42,TXN100039,CHEQUE,Steel Authority India,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-13,NEFT from Mphasis Ltd,75.16,0,55795.29,TXN100327,IMPS,Mphasis Ltd,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-13,NEFT from Nestle India,82.61,0,56408.13,TXN100334,IMPS,Nestle India,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-13,Vendor payment Bharat Components,0,88.66,56326.66,TXN100346,IMPS,Bharat Components,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-13,Vendor payment Vedanta Ltd,0,69.14,61855.27,TXN100661,UPI,Vedanta Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-14,NEFT from Power Grid Corp,42.86,0,50433.52,TXN100026,RTGS,Power Grid Corp,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-14,NEFT from Mphasis Ltd,113.08,0,61924.11,TXN100657,IMPS,Mphasis Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-15,NEFT from Mastek Ltd,65.95,0,50577.97,TXN100028,RTGS,Mastek Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-15,Vendor payment Cummins India,0,71.96,56567.1,TXN100342,RTGS,Cummins India,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-15,Vendor payment Bharat Components,0,78.36,56488.74,TXN100343,CHEQUE,Bharat Components,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-15,Vendor payment Indian Oil Corp,0,22.29,56466.45,TXN100344,IMPS,Indian Oil Corp,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-15,NEFT from Mphasis Ltd,59.51,0,61355.84,TXN100650,UPI,Mphasis Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-16,NEFT from Mphasis Ltd,52.63,0,50856.11,TXN100032,CHEQUE,Mphasis Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-16,NEFT from Alpha Trading Co refund,114.67,0,54527.18,TXN100279,NEFT,Alpha Trading Co,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-16,NEFT to Pinnacle Trade Links Pvt Ltd,0,39.54,55224.77,TXN100290,NEFT,Pinnacle Trade Links Pvt Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-16,NEFT to Pinnacle Trade Links Pvt Ltd,0,26.16,60970.76,TXN100613,NEFT,Pinnacle Trade Links Pvt Ltd,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-16,NEFT to Pinnacle Trade Links Pvt Ltd,0,30.06,65290.96,TXN100922,NEFT,Pinnacle Trade Links Pvt Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-17,NEFT from ITC Ltd,114.22,0,61516.69,TXN100652,NEFT,ITC Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-17,Vendor payment Prime Logistics,0,51.85,61924.4,TXN100660,CHEQUE,Prime Logistics,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-18,Vendor payment Bharat Components,0,80.94,50946.8,TXN100037,IMPS,Bharat Components,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-18,NEFT from Alpha Trading Co refund,116.78,0,60318.64,TXN100602,NEFT,Alpha Trading Co,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-18,NEFT from Alpha Trading Co refund,146.81,0,64660.84,TXN100911,NEFT,Alpha Trading Co,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-19,NEFT from ITC Ltd,112.37,0,56592.94,TXN100336,RTGS,ITC Ltd,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-21,NEFT from HCL Technologies,64.63,0,50803.49,TXN100031,CHEQUE,HCL Technologies,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-21,GST payment GSTR-3B,0,8.6,50597.82,TXN100044,NEFT,GST Portal,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-21,GST payment GSTR-3B,0,14.84,56260.92,TXN100348,NEFT,GST Portal,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-21,Vendor payment GAIL India,0,35.34,61976.25,TXN100659,RTGS,GAIL India,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-21,GST payment GSTR-3B,0,11.64,61435.47,TXN100669,NEFT,GST Portal,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-22,Vendor payment ABB India,0,62.63,50884.17,TXN100038,RTGS,ABB India,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-22,NEFT from HCL Technologies,87.19,0,56680.12,TXN100337,UPI,HCL Technologies,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-23,NEFT from Asian Paints,45.79,0,61296.32,TXN100649,UPI,Asian Paints,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-23,NEFT from Mahindra Group,46.63,0,61402.47,TXN100651,RTGS,Mahindra Group,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-24,NEFT from ITC Ltd,49.14,0,50390.66,TXN100025,UPI,ITC Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-24,NEFT from Hindustan Unilever,88.43,0,56768.56,TXN100338,NEFT,Hindustan Unilever,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-24,NEFT from Mahindra Group,87.48,0,62011.59,TXN100658,IMPS,Mahindra Group,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-24,Vendor payment JSW Steel,0,25.47,61629.25,TXN100665,CHEQUE,JSW Steel,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-25,Vendor payment Indian Oil Corp,0,88.03,51027.74,TXN100036,RTGS,Indian Oil Corp,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-26,NEFT from Nestle India,99.17,0,51046.64,TXN100034,IMPS,Nestle India,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-26,Vendor payment Bosch Ltd,0,76.14,61779.13,TXN100662,RTGS,Bosch Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-26,Vendor payment GAIL India,0,67.62,61711.5,TXN100663,CHEQUE,GAIL India,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-27,NEFT from Hindustan Unilever,97.19,0,56004.75,TXN100329,IMPS,Hindustan Unilever,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-27,NEFT from Mahindra Group,72.15,0,56076.9,TXN100330,NEFT,Mahindra Group,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-27,NEFT from Hexaware Technologies,62.92,0,56247.23,TXN100332,UPI,Hexaware Technologies,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-27,Vendor payment Apex Materials,0,56.79,61654.72,TXN100664,CHEQUE,Apex Materials,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-05-29,Salary disbursement,0,58.94,50606.42,TXN100043,NEFT,Employees,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-05-29,Salary disbursement,0,50.89,56275.77,TXN100347,NEFT,Employees,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-05-29,Salary disbursement,0,46.56,61447.11,TXN100668,NEFT,Employees,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-06-01,NEFT from Wipro Ltd,100.81,0,56553.04,TXN100352,RTGS,Wipro Ltd,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-06-01,NEFT from Nestle India,107.26,0,56859.18,TXN100356,RTGS,Nestle India,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-06-01,Vendor payment GreenLeaf Exports,0,88.49,62195.19,TXN100684,UPI,GreenLeaf Exports,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-06-02,Vendor payment Hindalco Industries,0,70.97,51127.89,TXN100061,NEFT,Hindalco Industries,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
2023-06-02,Vendor payment Siemens India,0,79.31,57038.01,TXN100365,UPI,Siemens India,TCS,27AAATC2206H1ZN,127662.0,255324.0,242000.0
2023-06-02,Vendor payment Vedanta Ltd,0,63.04,61944.59,TXN100688,NEFT,Vedanta Ltd,Tata_Steel,21AAACT2636Q1ZR,114585.0,229171.0,195000.0
2023-06-03,NEFT from Wipro Ltd,50.6,0,51334.13,TXN100054,NEFT,Wipro Ltd,Infosys,29AABCI1682H1ZJ,81495.0,162990.0,158500.0
